,date,price,year
1069,20151006,240.18,2015
1070,20151005,237.98,2015
1071,20151002,237.15,2015
1072,20151001,238.62,2015
1073,20150930,236.71,2015
1074,20150925,233.79,2015
1075,20150925,233.79,2015
1076,20150924,234.26,2015
1077,20150923,234.26,2015
1078,20150922,238.68,2015
1079,20150921,236.72,2015
1080,20150918,241.12,2015
1081,20150917,239.29,2015
1082,20150917,239.29,2015
1083,20150916,238.78,2015
1084,20150915,233.59,2015
1085,20150914,233.06,2015
1086,20150911,233.74,2015
1087,20150910,237.18,2015
1088,20150909,234.40,2015
1089,20150909,234.40,2015
1090,20150908,227.76,2015
1091,20150907,227.31,2015
1092,20150904,227.90,2015
1093,20150903,230.40,2015
1094,20150902,229.91,2015
1095,20150901,229.55,2015
1096,20150901,229.55,2015
1097,20150831,232.80,2015
1098,20150828,232.35,2015
1099,20150827,228.94,2015
1100,20150826,227.71,2015
1101,20150825,223.07,2015
1102,20150824,221.53,2015
1103,20150824,221.53,2015
1104,20150821,227.14,2015
1105,20150820,231.59,2015
1106,20150819,234.27,2015
1107,20150818,235.20,2015
1108,20150817,235.37,2015
1109,20150813,237.32,2015
1110,20150813,237.32,2015
1111,20150812,237.24,2015
1112,20150811,237.91,2015
1113,20150810,239.18,2015
1114,20150807,239.79,2015
1115,20150806,240.04,2015
1116,20150805,243.12,2015
1117,20150805,243.12,2015
1118,20150804,243.55,2015
1119,20150803,241.48,2015
1120,20150731,244.30,2015
1121,20150730,243.61,2015
1122,20150729,245.97,2015
1123,20150728,245.21,2015
1124,20150728,245.21,2015
1125,20150727,244.98,2015
1126,20150724,244.91,2015
1127,20150723,247.31,2015
1128,20150722,247.88,2015
1129,20150721,250.35,2015
1130,20150720,248.91,2015
1131,20150720,248.91,2015
1132,20150717,250.23,2015
1133,20150716,251.47,2015
1134,20150715,249.65,2015
1135,20150714,248.64,2015
1136,20150713,249.84,2015
1137,20150710,246.83,2015
1138,20150710,246.83,2015
1139,20150709,246.77,2015
1140,20150708,244.94,2015
1141,20150707,248.05,2015
1142,20150706,248.30,2015
1143,20150703,254.66,2015
1144,20150702,255.50,2015
1145,20150702,255.50,2015
1146,20150701,255.07,2015
1147,20150630,252.27,2015
1148,20150629,251.26,2015
1149,20150626,254.48,2015
1150,20150625,253.80,2015
1151,20150624,254.94,2015
1152,20150624,254.94,2015
1153,20150623,254.52,2015
1154,20150622,250.99,2015
1155,20150619,249.84,2015
1156,20150618,249.67,2015
1157,20150617,249.08,2015
1158,20150616,248.49,2015
1159,20150616,248.49,2015
1160,20150615,250.74,2015
1161,20150612,251.66,2015
1162,20150611,252.32,2015
1163,20150610,252.11,2015
1164,20150609,253.51,2015
1165,20150608,254.21,2015
1166,20150608,254.21,2015
1167,20150605,254.94,2015
1168,20150604,255.47,2015
1169,20150603,254.11,2015
1170,20150602,256.29,2015
1171,20150601,258.74,2015
1172,20150529,260.39,2015
1173,20150529,260.39,2015
1174,20150528,260.06,2015
1175,20150527,260.16,2015
1176,20150526,265.41,2015
1177,20150522,266.03,2015
1178,20150521,262.66,2015
1179,20150520,265.36,2015
1180,20150520,265.36,2015
1181,20150519,262.92,2015
1182,20150518,261.97,2015
1183,20150515,261.33,2015
1184,20150514,263.69,2015
1185,20150513,263.25,2015
1186,20150512,261.42,2015
1187,20150512,261.42,2015
1188,20150511,261.49,2015
1189,20150508,260.81,2015
1190,20150507,262.47,2015
1191,20150506,264.03,2015
1192,20150504,267.33,2015
1193,20150430,266.42,2015
1194,20150430,266.42,2015
1195,20150429,268.03,2015
1196,20150428,268.55,2015
1197,20150427,270.05,2015
1198,20150424,271.05,2015
1199,20150423,272.59,2015
1200,20150422,268.64,2015
1201,20150422,268.64,2015
1202,20150421,268.17,2015
1203,20150420,268.55,2015
1204,20150417,268.28,2015
1205,20150416,268.45,2015
1206,20150415,265.77,2015
1207,20150414,265.57,2015
1208,20150414,265.57,2015
1209,20150413,263.48,2015
1210,20150410,261.95,2015
1211,20150409,258.33,2015
1212,20150408,258.51,2015
1213,20150407,256.88,2015
1214,20150406,256.93,2015
1215,20150406,256.93,2015
1216,20150403,256.75,2015
1217,20150402,254.99,2015
1218,20150401,254.97,2015
1219,20150331,257.28,2015
1220,20150330,256.10,2015
1221,20150327,255.54,2015
1222,20150327,255.54,2015
1223,20150326,255.99,2015
1224,20150325,258.94,2015
1225,20150324,259.16,2015
1226,20150323,258.95,2015
1227,20150320,258.70,2015
1228,20150319,258.99,2015
1229,20150319,258.99,2015
1230,20150318,258.22,2015
1231,20150317,258.18,2015
1232,20150316,252.44,2015
1233,20150313,252.18,2015
1234,20150312,250.28,2015
1235,20150311,252.16,2015
1236,20150311,252.16,2015
1237,20150310,251.75,2015
1238,20150309,252.77,2015
1239,20150306,255.96,2015
1240,20150305,254.16,2015
1241,20150304,254.31,2015
1242,20150303,254.50,2015
1243,20150303,254.50,2015
1244,20150302,253.65,2015
1245,20150227,251.46,2015
1246,20150226,252.93,2015
1247,20150225,252.96,2015
1248,20150224,251.28,2015
1249,20150223,250.80,2015
1250,20150223,250.80,2015
1251,20150217,250.37,2015
1252,20150216,249.81,2015
1253,20150213,249.76,2015
1254,20150212,247.71,2015
1255,20150211,248.40,2015
1256,20150210,247.66,2015
1257,20150210,247.66,2015
1258,20150209,249.26,2015
1259,20150206,250.16,2015
1260,20150205,249.78,2015
1261,20150204,251.60,2015
1262,20150203,250.38,2015
1263,20150202,250.61,2015
1264,20150202,250.61,2015
1265,20150130,249.88,2015
1266,20150129,250.46,2015
1267,20150128,252.21,2015
1268,20150127,252.20,2015
1269,20150126,250.14,2015
1270,20150123,250.32,2015
1271,20150123,250.32,2015
1272,20150122,248.47,2015
1273,20150121,248.59,2015
1274,20150120,247.24,2015
1275,20150119,244.78,2015
1276,20150116,242.22,2015
1277,20150115,245.76,2015
1278,20150115,245.76,2015
1279,20150114,245.99,2015
1280,20150113,246.29,2015
1281,20150112,245.70,2015
1282,20150109,246.05,2015
1283,20150108,243.94,2015
1284,20150107,240.53,2015
1285,20150107,240.53,2015
1286,20150106,239.93,2015
1287,20150105,244.26,2015
1288,20150102,244.79,2015
1289,20141230,244.05,2014
1290,20141229,246.30,2014
1291,20141226,250.05,2014
1292,20141226,250.05,2014
1293,20141224,250.07,2014
1294,20141223,249.06,2014
1295,20141222,249.70,2014
1296,20141219,247.96,2014
1297,20141218,243.82,2014
1298,20141217,243.72,2014
1299,20141217,243.72,2014
1300,20141216,244.43,2014
1301,20141215,246.27,2014
1302,20141212,246.44,2014
1303,20141211,245.54,2014
1304,20141210,249.35,2014
1305,20141209,253.21,2014
1306,20141209,253.21,2014
1307,20141208,253.71,2014
1308,20141205,254.24,2014
1309,20141204,254.06,2014
1310,20141203,251.65,2014
1311,20141202,251.41,2014
1312,20141201,251.59,2014
1313,20141201,251.59,2014
1314,20141128,253.70,2014
1315,20141127,253.30,2014
1316,20141126,252.00,2014
1317,20141125,251.72,2014
1318,20141124,252.34,2014
1319,20141121,249.90,2014
1320,20141121,249.90,2014
1321,20141120,248.96,2014
1322,20141119,250.33,2014
1323,20141118,250.65,2014
1324,20141117,248.30,2014
1325,20141114,248.18,2014
1326,20141113,250.11,2014
1327,20141113,250.11,2014
1328,20141112,251.26,2014
1329,20141111,250.45,2014
1330,20141110,250.64,2014
1331,20141107,247.39,2014
1332,20141106,247.19,2014
1333,20141105,245.86,2014
1334,20141105,245.86,2014
1335,20141104,246.51,2014
1336,20141103,248.69,2014
1337,20141031,250.45,2014
1338,20141030,248.84,2014
1339,20141029,248.64,2014
1340,20141028,243.30,2014
1341,20141028,243.30,2014
1342,20141027,243.89,2014
1343,20141024,242.91,2014
1344,20141023,243.38,2014
1345,20141022,244.12,2014
1346,20141021,241.48,2014
1347,20141020,243.90,2014
1348,20141020,243.90,2014
1349,20141017,239.84,2014
1350,20141016,242.79,2014
1351,20141015,243.87,2014
1352,20141014,244.47,2014
1353,20141013,244.18,2014
1354,20141010,245.06,2014
1355,20141010,245.06,2014
1356,20141008,248.36,2014
1357,20141007,249.93,2014
1358,20141006,249.19,2014
1359,20141002,250.06,2014
1360,20141001,252.81,2014
1361,20140930,256.77,2014
1362,20140930,256.77,2014
1363,20140929,257.95,2014
1364,20140926,258.33,2014
1365,20140925,258.46,2014
1366,20140924,258.88,2014
1367,20140923,258.49,2014
1368,20140922,260.15,2014
1369,20140922,260.15,2014
1370,20140919,262.31,2014
1371,20140918,261.72,2014
1372,20140917,264.01,2014
1373,20140916,261.45,2014
1374,20140915,260.56,2014
1375,20140912,261.39,2014
1376,20140912,261.39,2014
1377,20140911,259.80,2014
1378,20140905,262.09,2014
1379,20140904,263.19,2014
1380,20140903,262.27,2014
1381,20140902,262.61,2014
1382,20140901,265.27,2014
1383,20140901,265.27,2014
1384,20140829,265.41,2014
1385,20140828,266.19,2014
1386,20140827,265.88,2014
1387,20140826,265.14,2014
1388,20140825,264.46,2014
1389,20140822,264.26,2014
1390,20140822,264.26,2014
1391,20140821,262.53,2014
1392,20140820,266.79,2014
1393,20140819,266.62,2014
1394,20140818,264.24,2014
1395,20140814,265.88,2014
1396,20140813,265.91,2014
1397,20140813,265.91,2014
1398,20140812,263.34,2014
1399,20140811,263.32,2014
1400,20140808,262.02,2014
1401,20140807,265.64,2014
1402,20140806,266.60,2014
1403,20140805,267.63,2014
1404,20140805,267.63,2014
1405,20140804,269.65,2014
1406,20140801,268.56,2014
1407,20140731,269.68,2014
1408,20140730,271.17,2014
1409,20140729,268.01,2014
1410,20140728,265.53,2014
1411,20140728,265.53,2014
1412,20140725,263.47,2014
1413,20140724,262.72,2014
1414,20140723,262.56,2014
1415,20140722,262.86,2014
1416,20140721,261.51,2014
1417,20140718,261.66,2014
1418,20140718,261.66,2014
1419,20140717,261.93,2014
1420,20140716,260.82,2014
1421,20140715,260.40,2014
1422,20140714,257.27,2014
1423,20140711,256.72,2014
1424,20140710,259.17,2014
1425,20140710,259.17,2014
1426,20140709,258.87,2014
1427,20140708,259.93,2014
1428,20140707,259.95,2014
1429,20140704,260.63,2014
1430,20140703,261.13,2014
1431,20140702,262.04,2014
1432,20140702,262.04,2014
1433,20140701,259.74,2014
1434,20140630,260.56,2014
1435,20140627,258.78,2014
1436,20140626,260.03,2014
1437,20140625,258.16,2014
1438,20140624,259.75,2014
1439,20140624,259.75,2014
1440,20140623,256.77,2014
1441,20140620,255.31,2014
1442,20140619,258.83,2014
1443,20140618,258.70,2014
1444,20140617,260.43,2014
1445,20140616,259.43,2014
1446,20140616,259.43,2014
1447,20140613,258.75,2014
1448,20140612,262.01,2014
1449,20140611,262.62,2014
1450,20140610,262.64,2014
1451,20140609,259.68,2014
1452,20140605,260.56,2014
1453,20140605,260.56,2014
1454,20140603,262.22,2014
1455,20140602,261.40,2014
1456,20140530,259.94,2014
1457,20140529,262.57,2014
1458,20140528,263.01,2014
1459,20140527,260.36,2014
1460,20140527,260.36,2014
1461,20140526,262.33,2014
1462,20140523,263.42,2014
1463,20140522,263.33,2014
1464,20140521,262.40,2014
1465,20140520,263.04,2014
1466,20140519,263.42,2014
1467,20140519,263.42,2014
1468,20140516,262.97,2014
1469,20140515,262.40,2014
1470,20140514,262.43,2014
1471,20140513,258.40,2014
1472,20140512,255.80,2014
1473,20140509,254.31,2014
1474,20140509,254.31,2014
1475,20140508,253.84,2014
1476,20140507,252.35,2014
1477,20140502,255.07,2014
1478,20140430,255.33,2014
1479,20140429,255.80,2014
1480,20140428,256.80,2014
1481,20140428,256.80,2014
1482,20140425,257.42,2014
1483,20140424,261.08,2014
1484,20140423,261.20,2014
1485,20140422,261.55,2014
1486,20140421,260.90,2014
1487,20140418,261.52,2014
1488,20140418,261.52,2014
1489,20140417,259.66,2014
1490,20140416,259.83,2014
1491,20140415,259.74,2014
1492,20140414,260.51,2014
1493,20140411,260.53,2014
1494,20140410,262.41,2014
1495,20140410,262.41,2014
1496,20140409,261.21,2014
1497,20140408,260.47,2014
1498,20140407,259.89,2014
1499,20140404,259.47,2014
1500,20140403,259.34,2014
1501,20140402,259.70,2014
1502,20140402,259.70,2014
1503,20140401,258.95,2014
1504,20140331,258.11,2014
1505,20140328,257.44,2014
1506,20140327,257.26,2014
1507,20140326,255.08,2014
1508,20140325,251.56,2014
1509,20140325,251.56,2014
1510,20140324,252.31,2014
1511,20140321,250.68,2014
1512,20140320,248.68,2014
1513,20140319,251.32,2014
1514,20140318,251.87,2014
1515,20140317,250.15,2014
1516,20140317,250.15,2014
1517,20140314,249.02,2014
1518,20140313,251.09,2014
1519,20140312,251.11,2014
1520,20140311,255.49,2014
1521,20140310,254.48,2014
1522,20140307,257.35,2014
1523,20140307,257.35,2014
1524,20140306,257.63,2014
1525,20140305,257.30,2014
1526,20140304,254.78,2014
1527,20140303,256.29,2014
1528,20140228,258.41,2014
1529,20140227,258.28,2014
1530,20140227,258.28,2014
1531,20140226,257.31,2014
1532,20140225,256.24,2014
1533,20140224,254.01,2014
1534,20140221,255.22,2014
1535,20140220,250.95,2014
1536,20140219,252.92,2014
1537,20140219,252.92,2014
1538,20140218,253.66,2014
1539,20140217,253.64,2014
1540,20140214,252.74,2014
1541,20140213,250.97,2014
1542,20140212,252.31,2014
1543,20140211,251.87,2014
1544,20140211,251.87,2014
1545,20140210,250.47,2014
1546,20140207,250.51,2014
1547,20140206,248.56,2014
1548,20140205,246.04,2014
1549,20140204,245.30,2014
1550,20140203,250.01,2014
1551,20140203,250.01,2014
1552,20140129,252.89,2014
1553,20140128,249.91,2014
1554,20140127,248.95,2014
1555,20140124,252.89,2014
1556,20140123,253.74,2014
1557,20140122,257.08,2014
1558,20140122,257.08,2014
1559,20140121,256.34,2014
1560,20140120,254.81,2014
1561,20140117,253.46,2014
1562,20140116,255.36,2014
1563,20140115,254.73,2014
1564,20140114,253.97,2014
1565,20140114,253.97,2014
1566,20140113,254.08,2014
1567,20140110,252.48,2014
1568,20140109,253.63,2014
1569,20140108,255.76,2014
1570,20140107,255.98,2014
1571,20140106,255.41,2014
1572,20140106,255.41,2014
1573,20140103,254.48,2014
1574,20140102,257.64,2014
1575,20131230,264.24,2013
1576,20131227,263.32,2013
1577,20131226,263.15,2013
1578,20131224,263.58,2013
1579,20131224,263.58,2013
1580,20131223,263.24,2013
1581,20131220,261.27,2013
1582,20131219,260.20,2013
1583,20131218,259.98,2013
1584,20131217,258.72,2013
1585,20131216,257.90,2013
1586,20131216,257.90,2013
1587,20131213,258.04,2013
1588,20131212,259.05,2013
1589,20131211,260.55,2013
1590,20131210,262.68,2013
1591,20131209,263.70,2013
1592,20131206,260.71,2013
1593,20131206,260.71,2013
1594,20131205,261.10,2013
1595,20131204,261.48,2013
1596,20131203,264.84,2013
1597,20131202,267.58,2013
1598,20131129,269.57,2013
1599,20131128,269.70,2013
1600,20131128,269.70,2013
1601,20131127,267.15,2013
1602,20131126,266.26,2013
1603,20131125,265.21,2013
1604,20131122,263.86,2013
1605,20131121,262.20,2013
1606,20131120,265.62,2013
1607,20131120,265.62,2013
1608,20131119,267.81,2013
1609,20131118,265.03,2013
1610,20131115,264.20,2013
1611,20131114,258.44,2013
1612,20131113,258.04,2013
1613,20131112,262.81,2013
1614,20131112,262.81,2013
1615,20131111,260.15,2013
1616,20131108,260.53,2013
1617,20131107,263.34,2013
1618,20131106,264.62,2013
1619,20131105,264.96,2013
1620,20131104,266.59,2013
1621,20131104,266.59,2013
1622,20131101,268.63,2013
1623,20131031,266.91,2013
1624,20131030,271.44,2013
1625,20131029,270.28,2013
1626,20131028,269.74,2013
1627,20131025,267.51,2013
1628,20131025,267.51,2013
1629,20131024,269.36,2013
1630,20131023,268.03,2013
1631,20131022,271.11,2013
1632,20131021,271.22,2013
1633,20131018,271.24,2013
1634,20131017,269.59,2013
1635,20131017,269.59,2013
1636,20131016,268.25,2013
1637,20131015,269.02,2013
1638,20131014,265.81,2013
1639,20131011,266.35,2013
1640,20131010,262.90,2013
1641,20131008,263.14,2013
1642,20131008,263.14,2013
1643,20131007,261.85,2013
1644,20131004,261.78,2013
1645,20131002,261.87,2013
1646,20131001,261.48,2013
1647,20130930,260.91,2013
1648,20130927,262.94,2013
1649,20130927,262.94,2013
1650,20130926,262.68,2013
1651,20130925,261.45,2013
1652,20130924,262.83,2013
1653,20130923,263.02,2013
1654,20130917,262.56,2013
1655,20130916,263.86,2013
1656,20130916,263.86,2013
1657,20130913,260.83,2013
1658,20130912,262.32,2013
1659,20130911,262.38,2013
1660,20130910,261.20,2013
1661,20130909,258.12,2013
1662,20130906,255.25,2013
1663,20130906,255.25,2013
1664,20130905,254.62,2013
1665,20130904,252.15,2013
1666,20130903,252.05,2013
1667,20130902,251.13,2013
1668,20130830,251.74,2013
1669,20130829,248.86,2013
1670,20130829,248.86,2013
1671,20130828,245.67,2013
1672,20130827,245.71,2013
1673,20130826,245.71,2013
1674,20130823,243.37,2013
1675,20130822,240.37,2013
1676,20130821,242.49,2013
1677,20130821,242.49,2013
1678,20130820,245.13,2013
1679,20130819,248.89,2013
1680,20130816,249.23,2013
1681,20130814,249.82,2013
1682,20130813,248.20,2013
1683,20130812,243.78,2013
1684,20130812,243.78,2013
1685,20130809,243.13,2013
1686,20130808,243.39,2013
1687,20130807,242.75,2013
1688,20130806,246.80,2013
1689,20130805,248.25,2013
1690,20130802,249.33,2013
1691,20130802,249.33,2013
1692,20130801,248.89,2013
1693,20130731,247.99,2013
1694,20130730,248.78,2013
1695,20130729,246.53,2013
1696,20130726,247.80,2013
1697,20130725,247.71,2013
1698,20130725,247.71,2013
1699,20130724,247.84,2013
1700,20130723,246.63,2013
1701,20130722,243.18,2013
1702,20130719,242.03,2013
1703,20130718,242.92,2013
1704,20130717,244.82,2013
1705,20130717,244.82,2013
1706,20130716,242.02,2013
1707,20130715,243.43,2013
1708,20130712,242.72,2013
1709,20130711,243.88,2013
1710,20130710,236.23,2013
1711,20130709,236.94,2013
1712,20130709,236.94,2013
1713,20130708,235.12,2013
1714,20130705,237.28,2013
1715,20130704,238.56,2013
1716,20130703,236.63,2013
1717,20130702,240.80,2013
1718,20130701,241.05,2013
1719,20130701,241.05,2013
1720,20130628,242.27,2013
1721,20130627,238.65,2013
1722,20130626,231.52,2013
1723,20130625,231.75,2013
1724,20130624,233.47,2013
1725,20130621,236.57,2013
1726,20130621,236.57,2013
1727,20130620,240.26,2013
1728,20130619,245.44,2013
1729,20130618,247.13,2013
1730,20130617,244.77,2013
1731,20130614,245.36,2013
1732,20130613,244.49,2013
1733,20130613,244.49,2013
1734,20130612,248.50,2013
1735,20130611,250.19,2013
1736,20130610,252.20,2013
1737,20130607,251.20,2013
1738,20130605,256.51,2013
1739,20130604,260.54,2013
1740,20130604,260.54,2013
1741,20130603,260.29,2013
1742,20130531,261.47,2013
1743,20130530,261.21,2013
1744,20130529,260.92,2013
1745,20130528,258.59,2013
1746,20130527,258.19,2013
1747,20130527,258.19,2013
1748,20130524,257.32,2013
1749,20130523,256.66,2013
1750,20130522,260.19,2013
1751,20130521,258.18,2013
1752,20130520,258.60,2013
1753,20130516,258.99,2013
1754,20130516,258.99,2013
1755,20130515,256.60,2013
1756,20130514,256.29,2013
1757,20130513,253.29,2013
1758,20130510,252.72,2013
1759,20130509,257.53,2013
1760,20130508,254.02,2013
1761,20130508,254.02,2013
1762,20130507,253.84,2013
1763,20130506,255.20,2013
1764,20130503,256.02,2013
1765,20130502,254.92,2013
1766,20130430,255.72,2013
1767,20130429,252.25,2013
1768,20130429,252.25,2013
1769,20130426,253.04,2013
1770,20130425,254.49,2013
1771,20130424,252.00,2013
1772,20130423,250.01,2013
1773,20130422,251.46,2013
1774,20130419,248.77,2013
1775,20130419,248.77,2013
1776,20130418,247.85,2013
1777,20130417,251.51,2013
1778,20130416,251.78,2013
1779,20130415,251.51,2013
1780,20130412,252.00,2013
1781,20130411,256.18,2013
1782,20130411,256.18,2013
1783,20130410,254.34,2013
1784,20130409,252.53,2013
1785,20130408,252.39,2013
1786,20130405,252.77,2013
1787,20130404,257.05,2013
1788,20130403,260.36,2013
1789,20130403,260.36,2013
1790,20130402,260.79,2013
1791,20130401,262.27,2013
1792,20130329,263.39,2013
1793,20130328,261.86,2013
1794,20130327,261.86,2013
1795,20130326,260.54,2013
1796,20130326,260.54,2013
1797,20130325,259.58,2013
1798,20130322,255.33,2013
1799,20130321,255.82,2013
1800,20130320,257.04,2013
1801,20130319,259.79,2013
1802,20130318,258.30,2013
1803,20130318,258.30,2013
1804,20130315,260.84,2013
1805,20130314,263.37,2013
1806,20130313,263.33,2013
1807,20130312,262.43,2013
1808,20130311,264.15,2013
1809,20130308,264.57,2013
1810,20130308,264.57,2013
1811,20130307,264.78,2013
1812,20130306,267.25,2013
1813,20130305,266.54,2013
1814,20130304,266.14,2013
1815,20130228,268.01,2013
1816,20130227,265.04,2013
1817,20130227,265.04,2013
1818,20130226,264.68,2013
1819,20130225,266.01,2013
1820,20130222,267.15,2013
1821,20130221,266.85,2013
1822,20130220,268.07,2013
1823,20130219,262.16,2013
1824,20130219,262.16,2013
1825,20130218,261.63,2013
1826,20130215,261.61,2013
1827,20130214,261.44,2013
1828,20130213,260.92,2013
1829,20130212,256.65,2013
1830,20130208,257.09,2013
1831,20130208,257.09,2013
1832,20130207,254.00,2013
1833,20130206,254.31,2013
1834,20130205,254.82,2013
1835,20130204,256.89,2013
1836,20130201,257.64,2013
1837,20130131,258.07,2013
1838,20130131,258.07,2013
1839,20130130,258.47,2013
1840,20130129,257.22,2013
1841,20130128,254.66,2013
1842,20130125,256.06,2013
1843,20130124,258.74,2013
1844,20130123,261.10,2013
1845,20130123,261.10,2013
1846,20130122,262.91,2013
1847,20130121,261.30,2013
1848,20130118,261.71,2013
1849,20130117,260.10,2013
1850,20130116,260.49,2013
1851,20130115,261.43,2013
1852,20130115,261.43,2013
1853,20130114,264.80,2013
1854,20130111,263.32,2013
1855,20130110,264.95,2013
1856,20130109,262.90,2013
1857,20130108,263.95,2013
1858,20130107,265.97,2013
1859,20130107,265.97,2013
1860,20130104,266.14,2013
1861,20130103,267.52,2013
1862,20130102,269.16,2013
1863,20121228,263.92,2012
1864,20121227,262.68,2012
1865,20121226,261.97,2012
1866,20121226,261.97,2012
1867,20121224,262.11,2012
1868,20121221,261.89,2012
1869,20121220,264.78,2012
1870,20121218,264.23,2012
1871,20121217,262.76,2012
1872,20121214,264.56,2012
1873,20121214,264.56,2012
1874,20121213,265.79,2012
1875,20121212,261.67,2012
1876,20121211,260.12,2012
1877,20121210,259.03,2012
1878,20121207,258.78,2012
1879,20121206,257.27,2012
1880,20121206,257.27,2012
1881,20121205,256.63,2012
1882,20121204,254.83,2012
1883,20121203,255.57,2012
1884,20121130,254.25,2012
1885,20121129,254.73,2012
1886,20121128,251.72,2012
1887,20121128,251.72,2012
1888,20121127,253.41,2012
1889,20121126,250.73,2012
1890,20121123,251.44,2012
1891,20121122,249.51,2012
1892,20121121,247.02,2012
1893,20121120,247.72,2012
1894,20121120,247.72,2012
1895,20121119,245.82,2012
1896,20121116,243.45,2012
1897,20121115,244.64,2012
1898,20121114,247.80,2012
1899,20121113,246.90,2012
1900,20121112,248.18,2012
1901,20121112,248.18,2012
1902,20121109,248.69,2012
1903,20121108,250.13,2012
1904,20121107,253.70,2012
1905,20121106,252.30,2012
1906,20121105,249.50,2012
1907,20121102,251.04,2012
1908,20121102,251.04,2012
1909,20121101,247.83,2012
1910,20121031,250.18,2012
1911,20121030,248.52,2012
1912,20121029,247.66,2012
1913,20121026,247.18,2012
1914,20121025,251.72,2012
1915,20121025,251.72,2012
1916,20121024,249.80,2012
1917,20121023,251.86,2012
1918,20121022,254.22,2012
1919,20121019,254.79,2012
1920,20121018,257.27,2012
1921,20121017,256.06,2012
1922,20121017,256.06,2012
1923,20121016,253.98,2012
1924,20121015,251.44,2012
1925,20121012,252.44,2012
1926,20121011,252.84,2012
1927,20121010,255.15,2012
1928,20121009,259.66,2012
1929,20121009,259.66,2012
1930,20121008,260.11,2012
1931,20121005,262.07,2012
1932,20121004,261.92,2012
1933,20121002,262.48,2012
1934,20120928,262.49,2012
1935,20120927,261.62,2012
1936,20120927,261.62,2012
1937,20120926,260.42,2012
1938,20120925,262.03,2012
1939,20120924,263.56,2012
1940,20120921,263.41,2012
1941,20120920,261.87,2012
1942,20120919,264.44,2012
1943,20120919,264.44,2012
1944,20120918,264.25,2012
1945,20120917,263.97,2012
1946,20120914,265.02,2012
1947,20120913,256.87,2012
1948,20120912,256.95,2012
1949,20120911,252.73,2012
1950,20120911,252.73,2012
1951,20120910,253.38,2012
1952,20120907,254.02,2012
1953,20120906,246.79,2012
1954,20120905,245.75,2012
1955,20120904,250.56,2012
1956,20120903,251.23,2012
1957,20120903,251.23,2012
1958,20120831,250.56,2012
1959,20120830,250.96,2012
1960,20120829,254.22,2012
1961,20120828,252.57,2012
1962,20120827,252.77,2012
1963,20120824,253.73,2012
1964,20120824,253.73,2012
1965,20120823,257.28,2012
1966,20120822,256.21,2012
1967,20120821,257.50,2012
1968,20120820,258.03,2012
1969,20120817,258.20,2012
1970,20120816,260.08,2012
1971,20120816,260.08,2012
1972,20120814,260.11,2012
1973,20120813,256.65,2012
1974,20120810,258.91,2012
1975,20120809,258.08,2012
1976,20120808,252.84,2012
1977,20120807,250.39,2012
1978,20120807,250.39,2012
1979,20120806,250.36,2012
1980,20120803,244.81,2012
1981,20120802,247.90,2012
1982,20120801,249.60,2012
1983,20120731,250.08,2012
1984,20120730,244.58,2012
1985,20120730,244.58,2012
1986,20120727,242.23,2012
1987,20120726,235.33,2012
1988,20120725,233.49,2012
1989,20120724,236.65,2012
1990,20120723,235.75,2012
1991,20120720,240.35,2012
1992,20120720,240.35,2012
1993,20120719,240.44,2012
1994,20120718,236.42,2012
1995,20120717,240.19,2012
1996,20120716,239.39,2012
1997,20120713,238.77,2012
1998,20120712,234.66,2012
1999,20120712,234.66,2012
2000,20120711,240.34,2012
2001,20120710,240.88,2012
2002,20120709,241.73,2012
2003,20120706,245.07,2012
2004,20120705,247.67,2012
2005,20120704,247.76,2012
2006,20120704,247.76,2012
2007,20120703,246.80,2012
2008,20120702,244.46,2012
2009,20120629,244.90,2012
2010,20120628,239.98,2012
2011,20120627,239.85,2012
2012,20120626,239.68,2012
2013,20120626,239.68,2012
2014,20120625,240.75,2012
2015,20120622,244.15,2012
2016,20120621,250.46,2012
2017,20120620,252.92,2012
2018,20120619,251.31,2012
2019,20120618,251.37,2012
2020,20120618,251.37,2012
2021,20120615,246.57,2012
2022,20120614,248.62,2012
2023,20120613,247.08,2012
2024,20120612,246.43,2012
2025,20120611,248.30,2012
2026,20120608,243.69,2012
2027,20120608,243.69,2012
2028,20120607,245.51,2012
2029,20120605,238.79,2012
2030,20120604,236.30,2012
2031,20120601,242.98,2012
2032,20120531,244.05,2012
2033,20120530,244.68,2012
2034,20120530,244.68,2012
2035,20120529,245.26,2012
2036,20120525,241.60,2012
2037,20120524,240.51,2012
2038,20120523,239.76,2012
2039,20120522,242.66,2012
2040,20120521,238.62,2012
2041,20120521,238.62,2012
2042,20120518,235.85,2012
2043,20120517,244.48,2012
2044,20120516,243.93,2012
2045,20120515,252.32,2012
2046,20120514,254.11,2012
2047,20120511,254.00,2012
2048,20120511,254.00,2012
2049,20120510,257.89,2012
2050,20120509,258.79,2012
2051,20120508,261.12,2012
2052,20120507,259.73,2012
2053,20120504,264.40,2012
2054,20120503,266.05,2012
2055,20120503,266.05,2012
2056,20120502,266.61,2012
2057,20120430,264.35,2012
2058,20120427,263.43,2012
2059,20120426,261.51,2012
2060,20120425,260.82,2012
2061,20120424,260.76,2012
2062,20120424,260.76,2012
2063,20120423,261.66,2012
2064,20120420,261.84,2012
2065,20120419,265.58,2012
2066,20120418,266.22,2012
2067,20120417,263.32,2012
